Anno,Ateneo,Classe,Corso,GruppoCodice,Sesso,Iscritti
2018/2019,Bologna,L-11,"Lingue, Mercati e Culture dell'Asia",4,F,305
2018/2019,Bologna,L-11,"Lingue, Mercati e Culture dell'Asia",4,M,97
2018/2019,Bologna,L/SNT2,Logopedia (Abilitante alla Professione Sanitaria di Logopedista),14,F,53
2018/2019,Bologna,LM-71,Low Carbon Technologies And Sustainable Chemistry,9,F,7
2018/2019,Bologna,LM-71,Low Carbon Technologies And Sustainable Chemistry,9,M,9
2018/2019,Bologna,LM-77,Management dell'Economia Sociale,7,F,76
2018/2019,Bologna,LM-77,Management dell'Economia Sociale,7,M,39
2018/2019,Bologna,LM-47,Management delle Attività Motorie e Sportive,15,F,16
2018/2019,Bologna,LM-47,Management delle Attività Motorie e Sportive,15,M,96
2018/2019,Bologna,L-18,Management e Marketing,7,F,140
2018/2019,Bologna,L-18,Management e Marketing,7,M,341
2018/2019,Bologna,LM-62,Mass Media e Politica,5,F,46
2018/2019,Bologna,LM-62,Mass Media e Politica,5,M,42
2018/2019,Bologna,LM-40,Matematica,9,F,96
2018/2019,Bologna,L-35,Matematica,9,F,258
2018/2019,Bologna,LM-40,Matematica,9,M,86
2018/2019,Bologna,L-35,Matematica,9,M,290
2018/2019,Bologna,L-12,Mediazione Linguistica Interculturale,4,F,446
2018/2019,Bologna,L-12,Mediazione Linguistica Interculturale,4,M,102
2018/2019,Bologna,47/S,Medicina Veterinaria,13,F,14
2018/2019,Bologna,47/S,Medicina Veterinaria,13,F,26
2018/2019,Bologna,LM-42,Medicina Veterinaria,13,F,375
2018/2019,Bologna,47/S,Medicina Veterinaria,13,M,12
2018/2019,Bologna,LM-42,Medicina Veterinaria,13,M,126
2018/2019,Bologna,46/S,Medicina e Chirurgia,14,F,167
2018/2019,Bologna,LM-41,Medicina e Chirurgia,14,F,1380
2018/2019,Bologna,46/S,Medicina e Chirurgia,14,M,133
2018/2019,Bologna,LM-41,Medicina e Chirurgia,14,M,1177
2018/2019,Bologna,99999,Medicina e chirurgia,14,F,20
2018/2019,Bologna,99999,Medicina e chirurgia,14,M,35
2018/2019,Bologna,99999,Medicina veterinaria,13,F,7
2018/2019,Bologna,LM-41,Medicine And Surgery,14,F,69
2018/2019,Bologna,LM-41,Medicine And Surgery,14,M,49
2018/2019,Bologna,LM-51,Neuroscienze e Riabilitazione Neuropsicologica,6,F,84
2018/2019,Bologna,LM-51,Neuroscienze e Riabilitazione Neuropsicologica,6,M,21
2018/2019,Bologna,LM-46,Odontoiatria e Protesi Dentaria,14,F,88
2018/2019,Bologna,LM-46,Odontoiatria e Protesi Dentaria,14,M,90
2018/2019,Bologna,LM-35,Offshore Engineering,11,M,14
2018/2019,Bologna,18,Operatore Culturale / Esperto in Scienze dell'Educazione,1,F,7
2018/2019,Bologna,L/SNT1,Ostetricia (Abilitante alla Professione Sanitaria di Ostetrica/o),14,F,72
2018/2019,Bologna,99999,Pedagogia,1,F,14
2018/2019,Bologna,LM-85,Pedagogia,1,F,343
2018/2019,Bologna,LM-85,Pedagogia,1,M,34
2018/2019,Bologna,LM-17,Physics,9,F,26
2018/2019,Bologna,LM-17,Physics,9,M,87
2018/2019,Bologna,L/SNT2,Podologia (Abilitante alla Professione Sanitaria di Podologo),14,F,19
2018/2019,Bologna,L/SNT2,Podologia (Abilitante alla Professione Sanitaria di Podologo),14,M,17
2018/2019,Bologna,LM-63,"Politica, Amministrazione e Organizzazione",5,F,87
2018/2019,Bologna,LM-63,"Politica, Amministrazione e Organizzazione",5,M,94
2018/2019,Bologna,L-38,Produzioni Animali,13,F,124
2018/2019,Bologna,L-38,Produzioni Animali,13,M,85
2018/2019,Bologna,L-38,Produzioni Animali e Controllo della Fauna Selvatica,13,F,31
2018/2019,Bologna,L-38,Produzioni Animali e Controllo della Fauna Selvatica,13,M,28
2018/2019,Bologna,LM-73,"Progettazione e Gestione degli Ecosistemi Agro-Territoriali, Forestali e del Paesaggio",13,F,26
2018/2019,Bologna,LM-73,"Progettazione e Gestione degli Ecosistemi Agro-Territoriali, Forestali e del Paesaggio",13,M,40
2018/2019,Bologna,LM-50,Progettazione e Gestione dell'Intervento Educativo Nel Disagio Sociale,1,F,78
2018/2019,Bologna,LM-50,Progettazione e Gestione dell'Intervento Educativo Nel Disagio Sociale,1,F,271
2018/2019,Bologna,LM-50,Progettazione e Gestione dell'Intervento Educativo Nel Disagio Sociale,1,M,9
2018/2019,Bologna,LM-50,Progettazione e Gestione dell'Intervento Educativo Nel Disagio Sociale,1,M,24
2018/2019,Bologna,99999,Psicologia,6,F,14
2018/2019,Bologna,LM-51,Psicologia Clinica,6,F,173
2018/2019,Bologna,LM-51,Psicologia Clinica,6,M,40
2018/2019,Bologna,LM-51,Psicologia Cognitiva Applicata,6,F,70
2018/2019,Bologna,LM-51,Psicologia Cognitiva Applicata,6,M,31
2018/2019,Bologna,LM-51,Psicologia Scolastica e di Comunita,6,F,10
2018/2019,Bologna,LM-51,Psicologia Scolastica e di Comunità,6,F,55
2018/2019,Bologna,LM-51,Psicologia Scolastica e di Comunità,6,M,13
2018/2019,Bologna,LM-16,Quantitative Finance,7,F,47
2018/2019,Bologna,LM-16,Quantitative Finance,7,M,84
2018/2019,Bologna,LM-52,Relazioni Internazionali,5,F,142
2018/2019,Bologna,LM-52,Relazioni Internazionali,5,M,94
2018/2019,Bologna,LM-56,Resource Economics And Sustainable Development / Economia delle Risorse e dello Sviluppo Sostenibile,7,F,36
2018/2019,Bologna,LM-56,Resource Economics And Sustainable Development / Economia delle Risorse e dello Sviluppo Sostenibile,7,M,50
2018/2019,Bologna,LM-11,Science For The Conservation-Restoration Of Cultural Heritage,9,F,40
2018/2019,Bologna,LM-11,Science For The Conservation-Restoration Of Cultural Heritage,9,M,15
2018/2019,Bologna,L-32,Scienze Ambientali,9,F,104
2018/2019,Bologna,L-32,Scienze Ambientali,9,M,99
2018/2019,Bologna,29,Scienze Antropologiche,3,F,10
2018/2019,Bologna,12,Scienze Biologiche,9,F,10
2018/2019,Bologna,L-13,Scienze Biologiche,9,F,330
2018/2019,Bologna,L-13,Scienze Biologiche,9,M,166
2018/2019,Bologna,LM-88,Scienze Criminologiche per l'Investigazione e la Sicurezza,5,F,226
2018/2019,Bologna,LM-88,Scienze Criminologiche per l'Investigazione e la Sicurezza,5,M,63
2018/2019,Bologna,L-29,Scienze Farmaceutiche Applicate,9,F,186
2018/2019,Bologna,L-29,Scienze Farmaceutiche Applicate,9,M,38
2018/2019,Bologna,LM-78,Scienze Filosofiche,3,F,199
2018/2019,Bologna,LM-78,Scienze Filosofiche,3,M,189
2018/2019,Bologna,L-34,Scienze Geologiche,9,F,46
2018/2019,Bologna,L-34,Scienze Geologiche,9,M,76
2018/2019,Bologna,31,Scienze Giuridiche,8,F,9
2018/2019,Bologna,LM/SNT1,Scienze Infermieristiche e Ostetriche,14,F,48
2018/2019,Bologna,LM/SNT1,Scienze Infermieristiche e Ostetriche,14,M,11
2018/2019,Bologna,LM-52,Scienze Internazionali e Diplomatiche,5,F,172
2018/2019,Bologna,L-36,Scienze Internazionali e Diplomatiche,5,F,864
2018/2019,Bologna,LM-52,Scienze Internazionali e Diplomatiche,5,M,117
2018/2019,Bologna,L-36,Scienze Internazionali e Diplomatiche,5,M,436
2018/2019,Bologna,33,Scienze Motorie,15,M,10
2018/2019,Bologna,L-32,Scienze Naturali,9,F,116
2018/2019,Bologna,L-32,Scienze Naturali,9,M,109
2018/2019,Bologna,L-36,"Scienze Politiche, Sociali e Internazionali",5,F,948
2018/2019,Bologna,L-36,"Scienze Politiche, Sociali e Internazionali",5,M,725
2018/2019,Bologna,LM-82,Scienze Statistiche,9,F,12
2018/2019,Bologna,L-41,Scienze Statistiche,9,F,215
2018/2019,Bologna,LM-82,Scienze Statistiche,9,M,7
2018/2019,Bologna,L-41,Scienze Statistiche,9,M,249
2018/2019,Bologna,LM-83,"Scienze Statistiche, Finanziarie e Attuariali",9,F,39
2018/2019,Bologna,LM-83,"Scienze Statistiche, Finanziarie e Attuariali",9,M,64
2018/2019,Bologna,LM-84,Scienze Storiche,3,F,7
2018/2019,Bologna,LM-84,Scienze Storiche,3,M,9
2018/2019,Bologna,LM-84,Scienze Storiche e Orientalistiche,3,F,254
2018/2019,Bologna,LM-84,Scienze Storiche e Orientalistiche,3,M,392
2018/2019,Bologna,99999,Scienze biologiche,9,F,7
2018/2019,Bologna,L-24,Scienze del Comportamento e delle Relazioni Sociali,6,F,10
2018/2019,Bologna,34,Scienze del Comportamento e delle Relazioni Sociali,6,F,11
2018/2019,Bologna,LM-5,Scienze del Libro e del Documento,5,F,51
2018/2019,Bologna,LM-5,Scienze del Libro e del Documento,5,M,11
2018/2019,Bologna,L-25,Scienze del Territorio e dell'Ambiente Agro-Forestale,13,F,57
2018/2019,Bologna,L-25,Scienze del Territorio e dell'Ambiente Agro-Forestale,13,M,112
2018/2019,Bologna,LM-57,Scienze dell'Educazione Permanente e della Formazione Continua,1,F,84
2018/2019,Bologna,LM-57,Scienze dell'Educazione Permanente e della Formazione Continua,1,M,14
2018/2019,Bologna,26,Scienze dell'Informazione,10,M,6
2018/2019,Bologna,99999,Scienze dell'educazione,1,F,20
2018/2019,Bologna,L-20,Scienze della Comunicazione,5,F,1328
2018/2019,Bologna,L-20,Scienze della Comunicazione,5,M,672
2018/2019,Bologna,18-bis,Scienze della Formazione Primaria,1,F,85
2018/2019,Bologna,LM-85 bis,Scienze della Formazione Primaria,1,F,1369
2018/2019,Bologna,18-bis,Scienze della Formazione Primaria,1,M,6
2018/2019,Bologna,LM-85 bis,Scienze della Formazione Primaria,1,M,129
2018/2019,Bologna,L-22,Scienze delle Attivita Motorie e Sportive,15,F,36
2018/2019,Bologna,L-22,Scienze delle Attivita Motorie e Sportive,15,F,75
2018/2019,Bologna,L-22,Scienze delle Attivita Motorie e Sportive,15,M,69
2018/2019,Bologna,L-22,Scienze delle Attivita Motorie e Sportive,15,M,204
2018/2019,Bologna,L-22,Scienze delle Attività Motorie e Sportive,15,F,72
2018/2019,Bologna,L-22,Scienze delle Attività Motorie e Sportive,15,F,93
2018/2019,Bologna,L-22,Scienze delle Attività Motorie e Sportive,15,M,136
2018/2019,Bologna,L-22,Scienze delle Attività Motorie e Sportive,15,M,302
2018/2019,Bologna,LM/SNT4,Scienze delle Professioni Sanitarie della Prevenzione,14,F,19
2018/2019,Bologna,LM/SNT4,Scienze delle Professioni Sanitarie della Prevenzione,14,M,17
2018/2019,Bologna,LM-60,Scienze e Gestione della Natura,9,F,55
2018/2019,Bologna,LM-60,Scienze e Gestione della Natura,9,M,45
2018/2019,Bologna,L-24,Scienze e Tecniche Psicologiche,6,F,596
2018/2019,Bologna,L-24,Scienze e Tecniche Psicologiche,6,M,233
2018/2019,Bologna,LM-67,Scienze e Tecniche dell'Attivita Motoria Preventiva e Adattata,14,M,6
2018/2019,Bologna,LM-68,Scienze e Tecniche dell'Attivita Sportiva,15,M,13
2018/2019,Bologna,LM-67,Scienze e Tecniche dell'Attività Motoria Preventiva e Adattata,14,F,47
2018/2019,Bologna,LM-67,Scienze e Tecniche dell'Attività Motoria Preventiva e Adattata,14,M,73
2018/2019,Bologna,LM-68,Scienze e Tecniche dell'Attività Sportiva,15,F,15
2018/2019,Bologna,LM-68,Scienze e Tecniche dell'Attività Sportiva,15,M,99
2018/2019,Bologna,LM-69,Scienze e Tecnologie Agrarie,13,F,124
2018/2019,Bologna,LM-69,Scienze e Tecnologie Agrarie,13,M,252
2018/2019,Bologna,LM-70,Scienze e Tecnologie Alimentari,13,F,86
2018/2019,Bologna,LM-70,Scienze e Tecnologie Alimentari,13,M,62
2018/2019,Bologna,L-31,Scienze e Tecnologie Informatiche,10,M,11
2018/2019,Bologna,99999,Scienze internazionali e diplomatiche,5,F,9
2018/2019,Bologna,99999,Scienze motorie,15,F,7
2018/2019,Bologna,99999,Scienze politiche,5,F,7
2018/2019,Bologna,99999,Scienze politiche,5,F,37
2018/2019,Bologna,99999,Scienze politiche,5,M,20
2018/2019,Bologna,LM-92,Semiotica,5,F,123
2018/2019,Bologna,LM-92,Semiotica,5,M,90
2018/2019,Bologna,L-39,Servizio Sociale,14,F,289
2018/2019,Bologna,L-39,Servizio Sociale,14,M,35
2018/2019,Bologna,LM-86,Sicurezza e Qualita' delle Produzioni Animali,13,F,66
2018/2019,Bologna,LM-86,Sicurezza e Qualita' delle Produzioni Animali,13,M,37
2018/2019,Bologna,L-40,Sociologia,5,F,374
2018/2019,Bologna,L-40,Sociologia,5,M,149
2018/2019,Bologna,LM-88,Sociologia e Servizio Sociale,5,F,85
2018/2019,Bologna,LM-87,Sociologia e Servizio Sociale,14,F,156
2018/2019,Bologna,LM-87,Sociologia e Servizio Sociale,14,M,14
2018/2019,Bologna,LM-88,Sociologia e Servizio Sociale,5,M,49
2018/2019,Bologna,LM-94,Specialized Translation,4,F,99
2018/2019,Bologna,LM-94,Specialized Translation,4,M,22
2018/2019,Bologna,LM-82,"Statistica, Economia e Impresa",9,F,145
2018/2019,Bologna,LM-82,"Statistica, Economia e Impresa",9,M,131
2018/2019,Bologna,LM-82,Statistical Sciences,9,F,43
2018/2019,Bologna,LM-82,Statistical Sciences,9,M,45
2018/2019,Bologna,38,Storia,3,F,8
2018/2019,Bologna,99999,Storia,3,F,10
2018/2019,Bologna,L-42,Storia,3,F,252
2018/2019,Bologna,38,Storia,3,M,12
2018/2019,Bologna,99999,Storia,3,M,13
2018/2019,Bologna,L-42,Storia,3,M,623
2018/2019,Bologna,LM-81,Sviluppo Locale e Globale,5,F,98
2018/2019,Bologna,LM-81,Sviluppo Locale e Globale,5,M,58
2018/2019,Bologna,L-37,Sviluppo e Cooperazione Internazionale,5,F,297
2018/2019,Bologna,L-37,Sviluppo e Cooperazione Internazionale,5,M,160
2018/2019,Bologna,L/SNT3,Tecniche Ortopediche (Abilitante alla Professione Sanitaria di Tecnico Ortopedico),14,F,16
2018/2019,Bologna,L/SNT3,Tecniche Ortopediche (Abilitante alla Professione Sanitaria di Tecnico Ortopedico),14,M,21
2018/2019,Bologna,L/SNT4,Tecniche della Prevenzione nell'Ambiente e nei Luoghi di Lavoro (Abilitante alla Professione Sanitaria di Tecnico della Prevenzione nell'Ambiente e nei Luoghi di Lavoro),14,F,38
2018/2019,Bologna,L/SNT4,Tecniche della Prevenzione nell'Ambiente e nei Luoghi di Lavoro (Abilitante alla Professione Sanitaria di Tecnico della Prevenzione nell'Ambiente e nei Luoghi di Lavoro),14,M,28
2018/2019,Bologna,L/SNT3,Tecniche di Laboratorio Biomedico (Abilitante alla Professione Sanitaria di Tecnico di Laboratorio Biomedico),14,F,20
2018/2019,Bologna,L/SNT3,Tecniche di Laboratorio Biomedico (Abilitante alla Professione Sanitaria di Tecnico di Laboratorio Biomedico),14,M,13
2018/2019,Bologna,L/SNT3,Tecniche di Neurofisiopatologia (Abilitante alla Professione Sanitaria di Tecnico di Neurofisiopatologia),14,F,17
2018/2019,Bologna,L/SNT3,"Tecniche di Radiologia Medica, per Immagini e Radioterapia (Abilitante alla Professione Sanitaria di Tecnico di Radiologia Medica)",14,F,11
2018/2019,Bologna,L/SNT3,"Tecniche di Radiologia Medica, per Immagini e Radioterapia (Abilitante alla Professione Sanitaria di Tecnico di Radiologia Medica)",14,F,23
2018/2019,Bologna,L/SNT3,"Tecniche di Radiologia Medica, per Immagini e Radioterapia (Abilitante alla Professione Sanitaria di Tecnico di Radiologia Medica)",14,M,7
2018/2019,Bologna,L/SNT3,"Tecniche di Radiologia Medica, per Immagini e Radioterapia (Abilitante alla Professione Sanitaria di Tecnico di Radiologia Medica)",14,M,18
2018/2019,Bologna,L-25,Tecnologie Agrarie,13,F,107
2018/2019,Bologna,L-25,Tecnologie Agrarie,13,M,361
2018/2019,Bologna,L-26,Tecnologie Alimentari,13,F,165
2018/2019,Bologna,L-26,Tecnologie Alimentari,13,M,156
2018/2019,Bologna,LM-27,Telecommunications Engineering,12,F,13
2018/2019,Bologna,LM-27,Telecommunications Engineering,12,M,51
2018/2019,Bologna,LM-56,Tourism Economics And Management / Economia e Management del Turismo,7,F,85
2018/2019,Bologna,LM-56,Tourism Economics And Management / Economia e Management del Turismo,7,M,40
2018/2019,Bologna,LM-94,Traduzione Specializzata,4,F,9
2018/2019,Bologna,L-25,Verde Ornamentale e Tutela del Paesaggio,13,F,73
2018/2019,Bologna,L-25,Verde Ornamentale e Tutela del Paesaggio,13,M,79
2018/2019,Bologna,L-26,Viticoltura ed Enologia,13,F,69
2018/2019,Bologna,L-26,Viticoltura ed Enologia,13,M,160
2018/2019,Bologna,LM-47,"Wellness Culture: Sport, Health And Tourism",15,F,9
2018/2019,Bologna,LM-47,"Wellness Culture: Sport, Health And Tourism",15,M,8
2018/2019,Bologna,LM-51,"Work, Organizational And Personnel Psychology",6,F,75
2018/2019,Bologna,LM-51,"Work, Organizational And Personnel Psychology",6,M,23
2018/2019,Bolzano,LM-77,Accounting e Finanza,7,F,24
2018/2019,Bolzano,LM-77,Accounting e Finanza,7,M,15
2018/2019,Bolzano,L-25,Agricultural And Agro-Environmental Sciences,13,F,8
2018/2019,Bolzano,L-25,Agricultural And Agro-Environmental Sciences,13,M,15
2018/2019,Bolzano,LM-18,Computational Logic,10,M,6
2018/2019,Bolzano,L-4,Corso di Laurea in Design e Arti,2,F,131
2018/2019,Bolzano,L-4,Corso di Laurea in Design e Arti,2,M,61
2018/2019,Bolzano,L-20,Corso di Laurea in Scienze della Comunicazione e Cultura,5,F,70
2018/2019,Bolzano,L-20,Corso di Laurea in Scienze della Comunicazione e Cultura,5,M,12
2018/2019,Bolzano,L-39,Corso di Laurea in Servizio Sociale,14,F,78
2018/2019,Bolzano,L-39,Corso di Laurea in Servizio Sociale,14,M,6
2018/2019,Bolzano,L-19,Corso di Laurea per Educatore Sociale,1,F,114
2018/2019,Bolzano,L-19,Corso di Laurea per Educatore Sociale,1,M,19
2018/2019,Bolzano,LM-18,Data Science Computazionale,10,M,29
2018/2019,Bolzano,LM-12,Design Eco-Sociale,2,F,30
2018/2019,Bolzano,LM-12,Design Eco-Sociale,2,M,10
2018/2019,Bolzano,L-4,Design e Arti,2,F,53
2018/2019,Bolzano,L-4,Design e Arti,2,M,19
2018/2019,Bolzano,L-18,Economia e Management,7,F,324
2018/2019,Bolzano,L-18,Economia e Management,7,M,168
2018/2019,Bolzano,LM-63,Economia e Management del Settore Pubblico,5,F,49
2018/2019,Bolzano,LM-63,Economia e Management del Settore Pubblico,5,M,36
2018/2019,Bolzano,LM-73,Environmental Management Of Mountain Areas,13,F,15
2018/2019,Bolzano,LM-73,Environmental Management Of Mountain Areas,13,M,10
2018/2019,Bolzano,LM-73,Gestione Sostenibile dell'Ambiente Montano,13,F,19
2018/2019,Bolzano,LM-73,Gestione Sostenibile dell'Ambiente Montano,13,M,24
2018/2019,Bolzano,LM-77,Imprenditorialita e Innovazione,7,F,8
2018/2019,Bolzano,LM-77,Imprenditorialita e Innovazione,7,M,15
2018/2019,Bolzano,LM-77,Imprenditorialità e Innovazione,7,F,20
2018/2019,Bolzano,LM-77,Imprenditorialità e Innovazione,7,M,23
2018/2019,Bolzano,L-9,Industrial And Mechanical Engineering,12,F,7
2018/2019,Bolzano,L-9,Industrial And Mechanical Engineering,12,M,43
2018/2019,Bolzano,LM-33,Industrial Mechanical Engineering,12,M,15
2018/2019,Bolzano,LM-18,Informatica,10,F,10
2018/2019,Bolzano,L-31,Informatica,10,F,22
2018/2019,Bolzano,LM-18,Informatica,10,M,27
2018/2019,Bolzano,L-31,Informatica,10,M,63
2018/2019,Bolzano,LM-30,Ingegneria Energetica,12,F,15
2018/2019,Bolzano,LM-30,Ingegneria Energetica,12,M,40
2018/2019,Bolzano,L-9,Ingegneria Industriale Meccanica,12,F,16
2018/2019,Bolzano,LM-33,Ingegneria Industriale Meccanica,12,M,14
2018/2019,Bolzano,L-9,Ingegneria Industriale Meccanica,12,M,88
2018/2019,Bolzano,LM-18,Ingegneria del Software,10,M,10
2018/2019,Bolzano,LM-87,Innovazione e Ricerca per Gli Interventi Socio-Assistenziali-Educativi,14,F,35
2018/2019,Bolzano,LM-87,Innovazione e Ricerca per Gli Interventi Socio-Assistenziali-Educativi,14,M,6
2018/2019,Bolzano,L-18,"Management del Turismo, dello Sport e degli Eventi",7,F,6
2018/2019,Bolzano,L-18,"Management del Turismo, dello Sport e degli Eventi",7,F,240
2018/2019,Bolzano,L-18,"Management del Turismo, dello Sport e degli Eventi",7,M,102
2018/2019,Bolzano,LM-45,Musicologia,2,F,6
2018/2019,Bolzano,L-25,Scienze Agrarie e Agro-Ambientali,13,F,49
2018/2019,Bolzano,L-25,Scienze Agrarie e Agro-Ambientali,13,M,58
2018/2019,Bolzano,L-33,Scienze Economiche e Sociali,7,F,140
2018/2019,Bolzano,L-33,Scienze Economiche e Sociali,7,M,61
2018/2019,Bolzano,LM-70,Scienze degli Alimenti per l'Innovazione e l'Autenticità,13,F,10
2018/2019,Bolzano,L-20,Scienze della Comunicazione e Cultura,5,F,29
2018/2019,Bolzano,L-20,Scienze della Comunicazione e Cultura,5,M,6
2018/2019,Bolzano,18-bis,Scienze della Formazione Primaria,1,F,24
2018/2019,Bolzano,LM-85 bis,Scienze della Formazione Primaria,1,F,961
2018/2019,Bolzano,18-bis,Scienze della Formazione Primaria,1,M,6
2018/2019,Bolzano,LM-85 bis,Scienze della Formazione Primaria,1,M,87
2018/2019,Bolzano,L-31,Scienze e Ingegneria dell'Informazione,10,F,9
2018/2019,Bolzano,L-8,Scienze e Ingegneria dell'Informazione,12,M,31
2018/2019,Bolzano,L-31,Scienze e Ingegneria dell'Informazione,10,M,34
2018/2019,Bolzano,LM-18,Software Engineering,10,M,6
2018/2019,Bra Scienze Gastronomiche,LM/GASTR,Food Innovation & Management,7,F,16
2018/2019,Bra Scienze Gastronomiche,LM/GASTR,Food Innovation & Management,7,M,16
2018/2019,Bra Scienze Gastronomiche,LM-49,Gestione del Patrimonio Gastronomico e Turistico,7,F,18
2018/2019,Bra Scienze Gastronomiche,LM-49,Gestione del Patrimonio Gastronomico e Turistico,7,M,17
2018/2019,Bra Scienze Gastronomiche,L-26,Scienze Gastronomiche,13,F,93
2018/2019,Bra Scienze Gastronomiche,L-26,Scienze Gastronomiche,13,M,100
2018/2019,Bra Scienze Gastronomiche,L/GASTR,Scienze e Culture Gastronomiche,7,F,40
2018/2019,Bra Scienze Gastronomiche,L/GASTR,Scienze e Culture Gastronomiche,7,M,59
2018/2019,Brescia,L/SNT4,Assistenza Sanitaria (Abilitante alla Professione Sanitaria di Assistente Sanitario),14,F,12
2018/2019,Brescia,L/SNT4,Assistenza Sanitaria (Abilitante alla Professione Sanitaria di Assistente Sanitario),14,F,56
2018/2019,Brescia,L/SNT4,Assistenza Sanitaria (Abilitante alla Professione Sanitaria di Assistente Sanitario),14,M,10
2018/2019,Brescia,L/SNT4,Assistenza Sanitaria (Abilitante alla Professione Sanitaria di Assistente Sanitario),14,M,15
2018/2019,Brescia,L-18,Banca e Finanza,7,F,199
2018/2019,Brescia,17,Banca e Finanza,7,M,6
2018/2019,Brescia,L-18,Banca e Finanza,7,M,280
2018/2019,Brescia,L-2,Biotecnologie,9,F,88
2018/2019,Brescia,L-2,Biotecnologie,9,M,51
2018/2019,Brescia,LM-09,Biotecnologie Mediche,9,F,32
2018/2019,Brescia,LM-09,Biotecnologie Mediche,9,M,6
2018/2019,Brescia,LM-35,Civil And Environmental Engineering,11,F,14
2018/2019,Brescia,LM-35,Civil And Environmental Engineering,11,M,24
2018/2019,Brescia,LM-35,Civil And Environmental Engineering - Ingegneria Civile e Ambientale,11,F,6
2018/2019,Brescia,LM-35,Civil And Environmental Engineering - Ingegneria Civile e Ambientale,11,M,6
